image,latitude,longitude
"data/streetviews/UA/49.74488,27.16836.jpg",49.74488,27.16836
"data/streetviews/UA/49.46526,30.79648.jpg",49.46526,30.79648
"data/streetviews/UA/49.7517,27.423299999999998.jpg",49.7517,27.423299999999998
"data/streetviews/UA/47.0298,32.17193.jpg",47.0298,32.17193
"data/streetviews/UA/49.36245,27.035259999999997.jpg",49.36245,27.035259999999997
"data/streetviews/UA/47.18081,33.75768.jpg",47.18081,33.75768
"data/streetviews/UA/51.75531,33.823060000000005.jpg",51.75531,33.823060000000005
"data/streetviews/UA/49.06609,31.24671.jpg",49.06609,31.24671
"data/streetviews/UA/50.408460000000005,25.77056.jpg",50.408460000000005,25.77056
"data/streetviews/UA/47.58125,31.25316.jpg",47.58125,31.25316
"data/streetviews/UA/48.68221,30.676489999999998.jpg",48.68221,30.676489999999998
"data/streetviews/UA/50.72381,25.28194.jpg",50.72381,25.28194
"data/streetviews/UA/47.56494,31.33078.jpg",47.56494,31.33078
"data/streetviews/UA/50.754310000000004,25.33196.jpg",50.754310000000004,25.33196
"data/streetviews/UA/49.8614,27.11526.jpg",49.8614,27.11526
"data/streetviews/UA/50.93652,25.16258.jpg",50.93652,25.16258
"data/streetviews/UA/48.01089,30.84117.jpg",48.01089,30.84117
"data/streetviews/UA/51.559000000000005,33.46889.jpg",51.559000000000005,33.46889
"data/streetviews/UA/46.646150000000006,32.61066.jpg",46.646150000000006,32.61066
"data/streetviews/UA/51.21399,34.121300000000005.jpg",51.21399,34.121300000000005
"data/streetviews/UA/49.40784,26.978949999999998.jpg",49.40784,26.978949999999998
"data/streetviews/UA/50.43764,26.63465.jpg",50.43764,26.63465
"data/streetviews/UA/51.861340000000006,33.47983000000001.jpg",51.861340000000006,33.47983000000001
"data/streetviews/UA/51.76482,33.48022.jpg",51.76482,33.48022
"data/streetviews/UA/51.857980000000005,33.465360000000004.jpg",51.857980000000005,33.465360000000004
"data/streetviews/UA/50.664500000000004,26.62512.jpg",50.664500000000004,26.62512
"data/streetviews/UA/50.08272,27.04278.jpg",50.08272,27.04278
"data/streetviews/UA/50.72196,25.29194.jpg",50.72196,25.29194
"data/streetviews/UA/49.20353,31.05389.jpg",49.20353,31.05389
"data/streetviews/BR/-3.14306,-58.44417.jpg",-3.14306,-58.44417
"data/streetviews/BR/-19.94013,-43.93376.jpg",-19.94013,-43.93376
"data/streetviews/BR/-12.55688,-39.0979.jpg",-12.55688,-39.0979
"data/streetviews/BR/-25.42778,-49.27306.jpg",-25.42778,-49.27306
"data/streetviews/BR/-22.70866,-47.29828.jpg",-22.70866,-47.29828
"data/streetviews/BR/-22.756510000000002,-42.58935.jpg",-22.756510000000002,-42.58935
"data/streetviews/BR/-22.911179999999998,-47.064859999999996.jpg",-22.911179999999998,-47.064859999999996
"data/streetviews/BR/-23.11677,-46.551989999999996.jpg",-23.11677,-46.551989999999996
"data/streetviews/BR/-7.9057200000000005,-34.83579.jpg",-7.9057200000000005,-34.83579
"data/streetviews/BR/-23.40662,-46.7742.jpg",-23.40662,-46.7742
"data/streetviews/BR/-0.71667,-48.52333.jpg",-0.71667,-48.52333
"data/streetviews/BR/-20.83816,-48.76536.jpg",-20.83816,-48.76536
"data/streetviews/BR/-10.540510000000001,-37.44381.jpg",-10.540510000000001,-37.44381
"data/streetviews/BR/-10.596150000000002,-38.34915.jpg",-10.596150000000002,-38.34915
"data/streetviews/BR/-22.7443,-47.371089999999995.jpg",-22.7443,-47.371089999999995
"data/streetviews/BR/-26.23221,-52.66669.jpg",-26.23221,-52.66669
"data/streetviews/BR/-22.020899999999997,-47.42557.jpg",-22.020899999999997,-47.42557
"data/streetviews/BR/-28.24,-48.67028.jpg",-28.24,-48.67028
"data/streetviews/BR/-15.675,-38.94722.jpg",-15.675,-38.94722
"data/streetviews/BR/-22.41719,-42.99665.jpg",-22.41719,-42.99665
"data/streetviews/BR/-10.586920000000001,-36.94085.jpg",-10.586920000000001,-36.94085
"data/streetviews/BR/-22.042340000000003,-42.99299.jpg",-22.042340000000003,-42.99299
"data/streetviews/BR/-21.43685,-42.51148.jpg",-21.43685,-42.51148
"data/streetviews/BR/-20.44287,-48.44529.jpg",-20.44287,-48.44529
"data/streetviews/BR/-10.95817,-38.79084.jpg",-10.95817,-38.79084
"data/streetviews/BR/-8.05389,-34.88111.jpg",-8.05389,-34.88111
"data/streetviews/BR/-4.42472,-41.45861.jpg",-4.42472,-41.45861
"data/streetviews/BR/-19.8875,-44.09256.jpg",-19.8875,-44.09256
"data/streetviews/BR/-24.94969,-50.124030000000005.jpg",-24.94969,-50.124030000000005
"data/streetviews/BR/-21.205,-41.88778.jpg",-21.205,-41.88778
"data/streetviews/BR/-12.47083,-38.99942.jpg",-12.47083,-38.99942
"data/streetviews/BR/-22.742829999999998,-46.92704.jpg",-22.742829999999998,-46.92704
"data/streetviews/BR/-22.33007,-47.167089999999995.jpg",-22.33007,-47.167089999999995
"data/streetviews/BR/-28.44917,-52.2.jpg",-28.44917,-52.2
"data/streetviews/BR/-22.213990000000003,-46.78555.jpg",-22.213990000000003,-46.78555
"data/streetviews/BR/-22.915589999999998,-47.182359999999996.jpg",-22.915589999999998,-47.182359999999996
"data/streetviews/BR/-25.50115,-49.14146.jpg",-25.50115,-49.14146
"data/streetviews/BR/-8.33752,-34.95296.jpg",-8.33752,-34.95296
"data/streetviews/BR/-11.299,-37.48313.jpg",-11.299,-37.48313
"data/streetviews/BR/-4.24444,-42.29444.jpg",-4.24444,-42.29444
"data/streetviews/BR/-23.447309999999998,-51.95282.jpg",-23.447309999999998,-51.95282
"data/streetviews/BR/-22.557679999999998,-47.433679999999995.jpg",-22.557679999999998,-47.433679999999995
"data/streetviews/BR/-20.87306,-48.29694.jpg",-20.87306,-48.29694
"data/streetviews/BR/-25.456139999999998,-49.212830000000004.jpg",-25.456139999999998,-49.212830000000004
"data/streetviews/BR/-21.42917,-45.94722.jpg",-21.42917,-45.94722
"data/streetviews/BR/-10.592300000000002,-37.01213.jpg",-10.592300000000002,-37.01213
"data/streetviews/BR/-22.08777,-47.232209999999995.jpg",-22.08777,-47.232209999999995
"data/streetviews/BR/-22.00386,-47.88171.jpg",-22.00386,-47.88171
"data/streetviews/BR/-22.34524,-47.17856.jpg",-22.34524,-47.17856
"data/streetviews/BR/-28.81833,-52.51028.jpg",-28.81833,-52.51028
"data/streetviews/BR/-10.48851,-36.94368.jpg",-10.48851,-36.94368
"data/streetviews/BR/-21.003439999999998,-48.04124.jpg",-21.003439999999998,-48.04124
"data/streetviews/BR/-28.77638,-52.9942.jpg",-28.77638,-52.9942
"data/streetviews/BR/-25.860519999999998,-49.36126.jpg",-25.860519999999998,-49.36126
"data/streetviews/BR/-23.36663,-47.33829.jpg",-23.36663,-47.33829
"data/streetviews/BR/-22.42666,-47.570119999999996.jpg",-22.42666,-47.570119999999996
"data/streetviews/BR/-19.94091,-44.195570000000004.jpg",-19.94091,-44.195570000000004
"data/streetviews/BR/-23.44361,-51.87389.jpg",-23.44361,-51.87389
"data/streetviews/BR/-19.64868,-44.13838.jpg",-19.64868,-44.13838
"data/streetviews/BR/-20.25333,-43.80139.jpg",-20.25333,-43.80139
"data/streetviews/BR/-22.88419,-47.1954.jpg",-22.88419,-47.1954
"data/streetviews/BR/-10.974020000000001,-37.05741.jpg",-10.974020000000001,-37.05741
"data/streetviews/BR/-22.732550000000003,-47.36194.jpg",-22.732550000000003,-47.36194
"data/streetviews/BR/-28.679779999999997,-51.9517.jpg",-28.679779999999997,-51.9517
"data/streetviews/BR/-22.42262,-47.556.jpg",-22.42262,-47.556
"data/streetviews/BR/-22.55755,-47.41938.jpg",-22.55755,-47.41938
"data/streetviews/BR/-24.96143,-49.064370000000004.jpg",-24.96143,-49.064370000000004
"data/streetviews/BR/-11.48472,-37.93278.jpg",-11.48472,-37.93278
"data/streetviews/BR/-25.680449999999997,-49.305440000000004.jpg",-25.680449999999997,-49.305440000000004
"data/streetviews/BR/-22.828219999999998,-47.03429.jpg",-22.828219999999998,-47.03429
"data/streetviews/BR/-22.971799999999998,-47.3112.jpg",-22.971799999999998,-47.3112
"data/streetviews/BR/-25.481409999999997,-49.3379.jpg",-25.481409999999997,-49.3379
"data/streetviews/BR/-22.87863,-47.0544.jpg",-22.87863,-47.0544
"data/streetviews/BR/-22.55957,-47.39486.jpg",-22.55957,-47.39486
"data/streetviews/BR/-19.7625,-44.31389.jpg",-19.7625,-44.31389
"data/streetviews/BR/-8.76194,-63.90389.jpg",-8.76194,-63.90389
"data/streetviews/BR/-22.722730000000002,-47.32678.jpg",-22.722730000000002,-47.32678
"data/streetviews/BR/-21.54452,-41.85935.jpg",-21.54452,-41.85935
"data/streetviews/BR/-26.3633,-52.85392.jpg",-26.3633,-52.85392
"data/streetviews/BR/-22.99415,-43.266870000000004.jpg",-22.99415,-43.266870000000004
"data/streetviews/BR/-15.53179,-39.352940000000004.jpg",-15.53179,-39.352940000000004
"data/streetviews/BR/-22.54871,-42.976530000000004.jpg",-22.54871,-42.976530000000004
"data/streetviews/BR/-22.856450000000002,-43.023540000000004.jpg",-22.856450000000002,-43.023540000000004
"data/streetviews/BR/-23.27913,-46.57355.jpg",-23.27913,-46.57355
"data/streetviews/BR/-20.26314,-43.4107.jpg",-20.26314,-43.4107
"data/streetviews/BR/-23.75359,-51.78473.jpg",-23.75359,-51.78473
"data/streetviews/BR/-23.41376,-49.090559999999996.jpg",-23.41376,-49.090559999999996
"data/streetviews/BR/-19.864729999999998,-43.99606.jpg",-19.864729999999998,-43.99606
"data/streetviews/BR/-29.4702,-51.80417.jpg",-29.4702,-51.80417
"data/streetviews/BR/-22.45667,-47.53028.jpg",-22.45667,-47.53028
"data/streetviews/BR/-7.8442099999999995,-35.36454.jpg",-7.8442099999999995,-35.36454
"data/streetviews/BR/-18.00084,-48.65443.jpg",-18.00084,-48.65443
"data/streetviews/BR/-22.97056,-46.99583.jpg",-22.97056,-46.99583
"data/streetviews/BR/-10.90889,-37.03861.jpg",-10.90889,-37.03861
"data/streetviews/BR/-22.91035,-47.114.jpg",-22.91035,-47.114
"data/streetviews/BR/-23.04624,-47.5342.jpg",-23.04624,-47.5342
"data/streetviews/BR/-29.59294,-51.297090000000004.jpg",-29.59294,-51.297090000000004
"data/streetviews/BR/-4.7109,-41.84295.jpg",-4.7109,-41.84295
"data/streetviews/BR/-28.049059999999997,-48.6421.jpg",-28.049059999999997,-48.6421
"data/streetviews/BR/-10.91111,-37.07167.jpg",-10.91111,-37.07167
"data/streetviews/BR/-25.42944,-50.00639.jpg",-25.42944,-50.00639
"data/streetviews/BR/-21.41222,-42.19667.jpg",-21.41222,-42.19667
"data/streetviews/BR/-21.31502,-47.82384.jpg",-21.31502,-47.82384
"data/streetviews/BR/-17.74431,-48.62789.jpg",-17.74431,-48.62789
"data/streetviews/BR/-20.09507,-44.04145.jpg",-20.09507,-44.04145
"data/streetviews/BR/-25.476399999999998,-49.21341.jpg",-25.476399999999998,-49.21341
"data/streetviews/BR/-22.98049,-47.10517.jpg",-22.98049,-47.10517
"data/streetviews/BR/-22.84645,-43.28455.jpg",-22.84645,-43.28455
"data/streetviews/BR/-19.88356,-43.89888.jpg",-19.88356,-43.89888
"data/streetviews/BR/-21.5427,-45.45094.jpg",-21.5427,-45.45094
"data/streetviews/BR/-20.28511,-43.903659999999995.jpg",-20.28511,-43.903659999999995
"data/streetviews/BR/-10.79457,-37.20831.jpg",-10.79457,-37.20831
"data/streetviews/BR/-19.85389,-43.95579.jpg",-19.85389,-43.95579
"data/streetviews/BR/-22.932630000000003,-47.1762.jpg",-22.932630000000003,-47.1762
"data/streetviews/BR/-25.70736,-50.39569.jpg",-25.70736,-50.39569
"data/streetviews/BR/-10.73944,-37.083479999999994.jpg",-10.73944,-37.083479999999994
"data/streetviews/BR/-22.650760000000002,-43.24918.jpg",-22.650760000000002,-43.24918
"data/streetviews/BR/-25.752309999999998,-49.710750000000004.jpg",-25.752309999999998,-49.710750000000004
"data/streetviews/BR/-19.91348,-44.50191.jpg",-19.91348,-44.50191
"data/streetviews/BR/-22.115270000000002,-43.23097.jpg",-22.115270000000002,-43.23097
"data/streetviews/BR/-10.49594,-36.60482.jpg",-10.49594,-36.60482
"data/streetviews/BR/-8.28333,-35.03333.jpg",-8.28333,-35.03333
"data/streetviews/BR/-17.74211,-48.626.jpg",-17.74211,-48.626
"data/streetviews/BR/-19.88187,-43.8558.jpg",-19.88187,-43.8558
"data/streetviews/BR/-20.63019,-43.94502.jpg",-20.63019,-43.94502
"data/streetviews/BR/-26.22861,-52.67056.jpg",-26.22861,-52.67056
"data/streetviews/BR/-22.72036,-47.21302.jpg",-22.72036,-47.21302
"data/streetviews/BR/-23.42882876863653,-46.51446346800907.jpg",-23.42882876863653,-46.51446346800907
"data/streetviews/BR/-22.74191,-47.59402.jpg",-22.74191,-47.59402
"data/streetviews/BR/-22.70825,-47.142649999999996.jpg",-22.70825,-47.142649999999996
"data/streetviews/BR/-22.75502,-46.60133.jpg",-22.75502,-46.60133
"data/streetviews/BR/-8.035430000000002,-34.90938.jpg",-8.035430000000002,-34.90938
"data/streetviews/BR/-4.08708,-42.11233.jpg",-4.08708,-42.11233
"data/streetviews/BR/-25.20954,-49.51218.jpg",-25.20954,-49.51218
"data/streetviews/BR/-20.138009999999998,-49.75107.jpg",-20.138009999999998,-49.75107
"data/streetviews/BR/-22.588540000000002,-47.4603.jpg",-22.588540000000002,-47.4603
"data/streetviews/BR/-19.985169999999997,-44.04895.jpg",-19.985169999999997,-44.04895
"data/streetviews/BR/-22.53722,-42.98194.jpg",-22.53722,-42.98194
"data/streetviews/BR/-19.72806,-50.19556.jpg",-19.72806,-50.19556
"data/streetviews/BR/-22.39206,-47.58171.jpg",-22.39206,-47.58171
"data/streetviews/BR/-14.66463,-52.35558.jpg",-14.66463,-52.35558
"data/streetviews/BR/-22.57306,-47.1725.jpg",-22.57306,-47.1725
"data/streetviews/BR/-22.99984,-47.15616.jpg",-22.99984,-47.15616
"data/streetviews/BR/-19.96033,-44.21331.jpg",-19.96033,-44.21331
"data/streetviews/BR/-19.55029,-44.54075.jpg",-19.55029,-44.54075
"data/streetviews/BR/-22.92306,-53.13722.jpg",-22.92306,-53.13722
"data/streetviews/BR/-19.81023,-43.93383.jpg",-19.81023,-43.93383
"data/streetviews/BR/-21.713449999999998,-46.384460000000004.jpg",-21.713449999999998,-46.384460000000004
"data/streetviews/BR/-29.67997,-51.356660000000005.jpg",-29.67997,-51.356660000000005
"data/streetviews/BR/-29.2975,-51.50361.jpg",-29.2975,-51.50361
"data/streetviews/KG/40.887679999999996,72.96721.jpg",40.887679999999996,72.96721
"data/streetviews/KG/41.103049999999996,72.79112.jpg",41.103049999999996,72.79112
"data/streetviews/KG/40.92442,72.87767.jpg",40.92442,72.87767
"data/streetviews/CZ/50.32132,14.06294.jpg",50.32132,14.06294
"data/streetviews/CZ/50.061319999999995,12.38312.jpg",50.061319999999995,12.38312
"data/streetviews/CZ/50.0602,14.07553.jpg",50.0602,14.07553
"data/streetviews/CZ/50.50301,13.63617.jpg",50.50301,13.63617
"data/streetviews/CZ/50.169700000000006,13.413359999999999.jpg",50.169700000000006,13.413359999999999
"data/streetviews/CZ/50.62248,13.68622.jpg",50.62248,13.68622
"data/streetviews/CZ/50.438480000000006,13.83335.jpg",50.438480000000006,13.83335
"data/streetviews/CZ/50.082550000000005,13.4764.jpg",50.082550000000005,13.4764
"data/streetviews/CZ/50.23187,13.79601.jpg",50.23187,13.79601
"data/streetviews/CZ/50.66386000000001,14.009079999999999.jpg",50.66386000000001,14.009079999999999
"data/streetviews/CZ/50.10837,12.458029999999999.jpg",50.10837,12.458029999999999
"data/streetviews/CZ/50.372569999999996,13.08367.jpg",50.372569999999996,13.08367
"data/streetviews/CZ/49.87101,13.004679999999999.jpg",49.87101,13.004679999999999
"data/streetviews/CZ/50.33535,12.94173.jpg",50.33535,12.94173
"data/streetviews/CZ/50.34601000000001,13.84166.jpg",50.34601000000001,13.84166
"data/streetviews/CZ/50.364070000000005,13.70898.jpg",50.364070000000005,13.70898
"data/streetviews/CZ/49.96006,12.703869999999998.jpg",49.96006,12.703869999999998
"data/streetviews/CZ/50.336980000000004,13.80958.jpg",50.336980000000004,13.80958
"data/streetviews/CZ/50.355540000000005,13.822049999999999.jpg",50.355540000000005,13.822049999999999
"data/streetviews/CZ/50.535920000000004,14.08467.jpg",50.535920000000004,14.08467
"data/streetviews/CZ/50.25597,12.44244.jpg",50.25597,12.44244
"data/streetviews/CZ/50.24305,12.74391.jpg",50.24305,12.74391
"data/streetviews/CZ/50.357589999999995,13.295689999999999.jpg",50.357589999999995,13.295689999999999
"data/streetviews/CZ/49.99675,12.60525.jpg",49.99675,12.60525
"data/streetviews/CZ/50.05917,13.17536.jpg",50.05917,13.17536
"data/streetviews/CZ/50.373760000000004,13.95799.jpg",50.373760000000004,13.95799
"data/streetviews/CZ/50.27557,13.57009.jpg",50.27557,13.57009
"data/streetviews/CZ/50.10763,13.74019.jpg",50.10763,13.74019
"data/streetviews/CZ/50.3132,14.10972.jpg",50.3132,14.10972
"data/streetviews/CZ/50.265339999999995,12.87622.jpg",50.265339999999995,12.87622
"data/streetviews/CZ/50.47045000000001,14.07866.jpg",50.47045000000001,14.07866
"data/streetviews/CZ/50.48227,13.30318.jpg",50.48227,13.30318
"data/streetviews/CZ/49.742799999999995,13.334349999999999.jpg",49.742799999999995,13.334349999999999
"data/streetviews/CZ/50.49192,13.4886.jpg",50.49192,13.4886
"data/streetviews/CZ/50.5133,14.02265.jpg",50.5133,14.02265
"data/streetviews/CZ/50.40184,13.222949999999999.jpg",50.40184,13.222949999999999
"data/streetviews/CZ/49.77296,13.28113.jpg",49.77296,13.28113
"data/streetviews/CZ/50.30207,13.27466.jpg",50.30207,13.27466
"data/streetviews/CZ/49.9529,12.71243.jpg",49.9529,12.71243
"data/streetviews/CZ/50.224259999999994,13.188939999999999.jpg",50.224259999999994,13.188939999999999
"data/streetviews/CZ/49.9385,13.37019.jpg",49.9385,13.37019
"data/streetviews/CZ/49.936589999999995,12.64246.jpg",49.936589999999995,12.64246
"data/streetviews/CZ/50.505900000000004,13.64442.jpg",50.505900000000004,13.64442
"data/streetviews/CZ/50.104490000000006,13.72494.jpg",50.104490000000006,13.72494
"data/streetviews/CZ/50.23486,12.57916.jpg",50.23486,12.57916
"data/streetviews/CZ/50.05805,13.61567.jpg",50.05805,13.61567
"data/streetviews/CZ/49.747969999999995,13.07289.jpg",49.747969999999995,13.07289
"data/streetviews/CZ/50.2709,13.36369.jpg",50.2709,13.36369
"data/streetviews/CZ/49.99509,13.13335.jpg",49.99509,13.13335
"data/streetviews/CZ/50.12214,13.17111.jpg",50.12214,13.17111
"data/streetviews/CZ/50.13834000000001,13.98465.jpg",50.13834000000001,13.98465
"data/streetviews/CZ/50.38424,13.145029999999998.jpg",50.38424,13.145029999999998
"data/streetviews/CZ/50.10371,12.43188.jpg",50.10371,12.43188
"data/streetviews/CZ/50.114309999999996,13.28374.jpg",50.114309999999996,13.28374
"data/streetviews/CZ/50.33847,13.51292.jpg",50.33847,13.51292
"data/streetviews/CZ/50.245340000000006,13.46577.jpg",50.245340000000006,13.46577
"data/streetviews/CZ/49.762719999999995,12.904549999999999.jpg",49.762719999999995,12.904549999999999
"data/streetviews/CZ/50.297459999999994,12.77704.jpg",50.297459999999994,12.77704
"data/streetviews/CZ/50.368449999999996,13.124469999999999.jpg",50.368449999999996,13.124469999999999
"data/streetviews/CZ/50.581210000000006,13.41443.jpg",50.581210000000006,13.41443
"data/streetviews/CZ/50.48592,13.3874.jpg",50.48592,13.3874
"data/streetviews/CZ/50.747350000000004,13.9134.jpg",50.747350000000004,13.9134
"data/streetviews/CZ/50.230630000000005,14.08431.jpg",50.230630000000005,14.08431
"data/streetviews/CZ/50.1092,13.27562.jpg",50.1092,13.27562
"data/streetviews/CZ/50.155429999999996,12.64307.jpg",50.155429999999996,12.64307
"data/streetviews/CZ/49.791259999999994,12.62567.jpg",49.791259999999994,12.62567
"data/streetviews/CZ/50.44248,13.62639.jpg",50.44248,13.62639
"data/streetviews/CZ/50.389720000000004,13.67231.jpg",50.389720000000004,13.67231
"data/streetviews/CZ/50.361200000000004,13.31483.jpg",50.361200000000004,13.31483
"data/streetviews/CZ/50.35106,13.009649999999999.jpg",50.35106,13.009649999999999
"data/streetviews/CZ/50.18911000000001,13.31606.jpg",50.18911000000001,13.31606
"data/streetviews/CZ/50.996880000000004,13.89038.jpg",50.996880000000004,13.89038
"data/streetviews/CZ/50.25907,13.39401.jpg",50.25907,13.39401
"data/streetviews/CZ/50.23639,12.90724.jpg",50.23639,12.90724
"data/streetviews/CZ/50.51829,13.1845.jpg",50.51829,13.1845
"data/streetviews/CZ/50.23508,13.92593.jpg",50.23508,13.92593
"data/streetviews/CZ/50.16449,14.05452.jpg",50.16449,14.05452
"data/streetviews/CZ/50.22393,13.98256.jpg",50.22393,13.98256
"data/streetviews/CZ/50.018330000000006,13.32915.jpg",50.018330000000006,13.32915
"data/streetviews/CZ/50.674420000000005,13.93942.jpg",50.674420000000005,13.93942
"data/streetviews/CZ/50.65223,14.07225.jpg",50.65223,14.07225
"data/streetviews/CZ/50.282430000000005,14.13402.jpg",50.282430000000005,14.13402
"data/streetviews/CZ/50.38718,13.25621.jpg",50.38718,13.25621
"data/streetviews/CZ/50.24881,12.89716.jpg",50.24881,12.89716
"data/streetviews/CZ/50.928810000000006,13.55312.jpg",50.928810000000006,13.55312
"data/streetviews/CZ/50.153189999999995,12.810699999999999.jpg",50.153189999999995,12.810699999999999
"data/streetviews/CZ/50.30275,13.48421.jpg",50.30275,13.48421
"data/streetviews/CZ/50.99719,13.80214.jpg",50.99719,13.80214
"data/streetviews/CZ/50.04914,13.7357.jpg",50.04914,13.7357
"data/streetviews/CZ/50.120459999999994,12.44216.jpg",50.120459999999994,12.44216
"data/streetviews/CZ/50.23502,12.89447.jpg",50.23502,12.89447
"data/streetviews/CZ/50.104440000000004,13.73861.jpg",50.104440000000004,13.73861
"data/streetviews/CZ/49.854459999999996,12.64823.jpg",49.854459999999996,12.64823
"data/streetviews/CZ/50.40619,14.13522.jpg",50.40619,14.13522
"data/streetviews/CZ/49.94345,13.27351.jpg",49.94345,13.27351
"data/streetviews/CZ/49.82982,12.80247.jpg",49.82982,12.80247
"data/streetviews/CZ/50.29169,13.56641.jpg",50.29169,13.56641
"data/streetviews/CZ/50.19583,12.403369999999999.jpg",50.19583,12.403369999999999
"data/streetviews/CZ/50.708020000000005,13.54734.jpg",50.708020000000005,13.54734
"data/streetviews/CZ/50.54205,14.12095.jpg",50.54205,14.12095
"data/streetviews/CZ/50.85669,13.34499.jpg",50.85669,13.34499
"data/streetviews/CZ/50.08527,14.02588.jpg",50.08527,14.02588
"data/streetviews/CZ/50.311420000000005,13.35898.jpg",50.311420000000005,13.35898
"data/streetviews/CZ/50.32231,14.052859999999999.jpg",50.32231,14.052859999999999
"data/streetviews/CZ/50.24053000000001,13.3517.jpg",50.24053000000001,13.3517
"data/streetviews/CZ/50.5091,12.40782.jpg",50.5091,12.40782
"data/streetviews/CZ/50.019040000000004,13.20107.jpg",50.019040000000004,13.20107
"data/streetviews/CZ/50.329460000000005,13.98497.jpg",50.329460000000005,13.98497
"data/streetviews/CZ/50.43964,13.02009.jpg",50.43964,13.02009
"data/streetviews/CZ/50.45953,13.26653.jpg",50.45953,13.26653
"data/streetviews/CZ/50.38992,12.77158.jpg",50.38992,12.77158
"data/streetviews/CZ/50.25605,13.57909.jpg",50.25605,13.57909
"data/streetviews/CZ/50.17754,14.07365.jpg",50.17754,14.07365
"data/streetviews/CZ/50.167579999999994,12.66147.jpg",50.167579999999994,12.66147
"data/streetviews/CZ/49.93458,13.36376.jpg",49.93458,13.36376
"data/streetviews/CZ/50.395720000000004,13.41916.jpg",50.395720000000004,13.41916
"data/streetviews/CZ/50.17031,13.24512.jpg",50.17031,13.24512
